Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_003949695.1	ASM394969v1	Streptomyces sp. WAC05858		WAC05858					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RPRR01	
GCA_040612815.1	ASM4061281v1	Streptomyces sp. NPDC006334		NPDC006334					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEXQY01	611
GCF_040612815.1	ASM4061281v1	Streptomyces sp. NPDC006334		NPDC006334					GCF_040612815.1-RS_2024_07_11	Scaffold	2024-07-11	JBEXQY01	611
GCA_009739225.1	ASM973922v1	Streptomyces sp. Z38		Z38					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-10	WPIR01	618
GCF_009739225.1	ASM973922v1	Streptomyces sp. Z38		Z38					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-10	WPIR01	618
GCA_000818195.1	Streptomyces_species_150FB_genome_v1	Streptomyces sp. 150FB		150FB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-01-15	JTHL01	8
GCF_000818195.1	Streptomyces_species_150FB_genome_v1	Streptomyces sp. 150FB		150FB					GCF_000818195.1-RS_2024_05_26	Scaffold	2015-01-15	JTHL01	8
GCA_018555775.1	ASM1855577v1	Streptomyces sp. CJ_13		CJ_13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-05-27	JAAZTW01	
GCF_018555775.1	ASM1855577v1	Streptomyces sp. CJ_13		CJ_13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-05-27	JAAZTW01	
GCA_010548175.1	ASM1054817v1	Streptomyces halstedii		SID11342					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGLQ01	
GCF_010548175.1	ASM1054817v1	Streptomyces halstedii		SID11342					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGLQ01	
GCA_002154675.1	ASM215467v1	Streptomyces reticuliscabiei		NRRL B-24446						Scaffold	2017-05-22	MUNI01	897
GCF_002154675.1	ASM215467v1	Streptomyces reticuliscabiei		NRRL B-24446					GCF_002154675.1-RS_2024_06_05	Scaffold	2017-05-22	MUNI01	897
GCA_009865205.1	ASM986520v1	Streptomyces sp. SID2999		SID2999					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWJZ01	
GCF_009865205.1	ASM986520v1	Streptomyces sp. SID2999		SID2999					GCF_009865205.1-RS_2024_05_06	Contig	2020-01-13	WWJZ01	
GCA_025716995.1	ASM2571699v1	Streptomyces sp. ICN988		ICN988					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-10-16	JAOVZD01	619
GCF_025716995.1	ASM2571699v1	Streptomyces sp. ICN988		ICN988					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-10-16	JAOVZD01	619
GCA_040629805.1	ASM4062980v1	Streptomyces sp. NPDC005877		NPDC005877					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEXWL01	645
GCF_040629805.1	ASM4062980v1	Streptomyces sp. NPDC005877		NPDC005877					GCF_040629805.1-RS_2024_07_12	Scaffold	2024-07-11	JBEXWL01	645
GCA_040682915.1	ASM4068291v1	Streptomyces sp. NPDC051098		NPDC051098					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBBU01	582
GCF_040682915.1	ASM4068291v1	Streptomyces sp. NPDC051098		NPDC051098					GCF_040682915.1-RS_2024_07_13	Scaffold	2024-07-12	JBFBBU01	582
GCA_025290915.1	ASM2529091v1	Streptomyces sp. 15-116A		15-116A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-19	JAOCQE01	
GCF_025290915.1	ASM2529091v1	Streptomyces sp. 15-116A		15-116A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-09-19	JAOCQE01	
GCA_009865385.1	ASM986538v1	Streptomyces sp. SID486		SID486					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWJT01	
GCF_009865385.1	ASM986538v1	Streptomyces sp. SID486		SID486					GCF_009865385.1-RS_2024_05_15	Contig	2020-01-13	WWJT01	
GCA_900091855.1	IMG-taxon 2657245707 annotated assembly	Streptomyces sp. DvalAA-14		DvalAA-14					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Contig	2016-08-13	FMCH01	
GCF_900091855.1	IMG-taxon 2657245707 annotated assembly	Streptomyces sp. DvalAA-14		DvalAA-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-08-13	FMCH01	
GCA_009863045.1	ASM986304v1	Streptomyces sp. SID4948		SID4948					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWIW01	
GCF_009863045.1	ASM986304v1	Streptomyces sp. SID4948		SID4948					GCF_009863045.1-RS_2024_05_17	Contig	2020-01-13	WWIW01	
GCA_000162775.1	ASM16277v1	Streptomyces sp. e14		e14					Annotation submitted by Broad Institute	Scaffold	2010-04-01	ACUR01	13
GCF_000162775.1	ASM16277v1	Streptomyces sp. e14		e14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2010-04-01	ACUR01	13
GCA_003947585.1	ASM394758v1	Streptomyces sp. WAC 06725		WAC 06725					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	QHJO01	
GCF_003947585.1	ASM394758v1	Streptomyces sp. WAC 06725		WAC 06725					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	QHJO01	
GCA_009865165.1	ASM986516v1	Streptomyces sp. SID335		SID335					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWJW01	
GCF_009865165.1	ASM986516v1	Streptomyces sp. SID335		SID335					GCF_009865165.1-RS_2024_05_08	Contig	2020-01-13	WWJW01	
GCA_002551215.1	ASM255121v1	Streptomyces sp. rh207		rh207						Contig	2017-10-13	NTGW01	
GCF_002551215.1	ASM255121v1	Streptomyces sp. rh207		rh207					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGW01	
GCA_040651395.1	ASM4065139v1	Streptomyces sp. NPDC048491		NPDC048491					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZJA01	618
GCF_040651395.1	ASM4065139v1	Streptomyces sp. NPDC048491		NPDC048491					GCF_040651395.1-RS_2024_07_13	Scaffold	2024-07-12	JBEZJA01	618
GCA_009864805.1	ASM986480v1	Streptomyces sp. SID8382		SID8382					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWFZ01	
GCF_009864805.1	ASM986480v1	Streptomyces sp. SID8382		SID8382					GCF_009864805.1-RS_2024_05_08	Contig	2020-01-13	WWFZ01	
GCA_040647035.1	ASM4064703v1	Streptomyces sp. NPDC044948		NPDC044948					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZBI01	740
GCF_040647035.1	ASM4064703v1	Streptomyces sp. NPDC044948		NPDC044948					GCF_040647035.1-RS_2024_07_12	Scaffold	2024-07-12	JBEZBI01	740
GCA_040303225.1	ASM4030322v1	Streptomyces sp. NPDC096068		NPDC096068					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOSW01	556
GCF_040303225.1	ASM4030322v1	Streptomyces sp. NPDC096068		NPDC096068					GCF_040303225.1-RS_2024_06_26	Scaffold	2024-06-24	JBEOSW01	556
GCA_010548725.1	ASM1054872v1	Streptomyces sp. SID8014		SID8014					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGMW01	
GCF_010548725.1	ASM1054872v1	Streptomyces sp. SID8014		SID8014					GCF_010548725.1-RS_2024_05_06	Contig	2020-02-13	JAAGMW01	
GCA_009862355.1	ASM986235v1	Streptomyces sp. SID7834		SID7834					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWGZ01	
GCF_009862355.1	ASM986235v1	Streptomyces sp. SID7834		SID7834					GCF_009862355.1-RS_2024_05_18	Contig	2020-01-13	WWGZ01	
GCA_008042145.1	ASM804214v1	Streptomyces sp. adm13(2018)		adm13(2018)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-08-21	RDBH01	346
GCF_008042145.1	ASM804214v1	Streptomyces sp. adm13(2018)		adm13(2018)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-08-21	RDBH01	346
GCA_031932565.1	ASM3193256v1	Streptomyces sp. B1866		B1866					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-09-25	JAVSCF01	675
GCF_031932565.1	ASM3193256v1	Streptomyces sp. B1866		B1866					GCF_031932565.1-RS_2024_08_03	Scaffold	2023-09-25	JAVSCF01	675
GCA_000158855.1	ASM15885v1	Streptomyces sp. SPB78		SPB78					Annotation submitted by Broad Institute	Scaffold	2009-03-02	ACEU01	4
GCF_000158855.1	ASM15885v1	Streptomyces sp. SPB78		SPB78					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2009-03-02	ACEU01	4
GCA_040300865.1	ASM4030086v1	Streptomyces sp. NPDC000188		NPDC000188					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEPES01	809
GCF_040300865.1	ASM4030086v1	Streptomyces sp. NPDC000188		NPDC000188					GCF_040300865.1-RS_2024_06_25	Scaffold	2024-06-24	JBEPES01	809
GCA_040677995.1	ASM4067799v1	Streptomyces sp. NPDC053705		NPDC053705					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFASX01	584
GCF_040677995.1	ASM4067799v1	Streptomyces sp. NPDC053705		NPDC053705					GCF_040677995.1-RS_2024_07_13	Scaffold	2024-07-12	JBFASX01	584
GCA_008087005.1	ASM808700v1	Streptomyces sp. WAC01526		WAC01526						Contig	2019-08-26	VHQN01	
GCF_008087005.1	ASM808700v1	Streptomyces sp. WAC01526		WAC01526					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-08-26	VHQN01	
GCA_040653195.1	ASM4065319v1	Streptomyces althioticus		NPDC048011					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZNJ01	623
GCF_040653195.1	ASM4065319v1	Streptomyces althioticus		NPDC048011					GCF_040653195.1-RS_2024_07_13	Scaffold	2024-07-12	JBEZNJ01	623
GCA_003949795.1	ASM394979v1	Streptomyces sp. WAC06614		WAC06614					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RPRY01	
GCF_003949795.1	ASM394979v1	Streptomyces sp. WAC06614		WAC06614					GCF_003949795.1-RS_2024_08_03	Contig	2018-12-14	RPRY01	
GCA_000721945.1	ASM72194v1	Streptomyces sp. NRRL WC-3774		NRRL WC-3774						Scaffold	2014-07-03	JOBZ01	814
GCF_000721945.1	ASM72194v1	Streptomyces sp. NRRL WC-3774		NRRL WC-3774					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2014-07-03	JOBZ01	814
GCA_036815045.1	ASM3681504v1	Streptomyces sp. IBSBF 2950		IBSBF 2950						Scaffold	2024-02-22	JAJSYY01	903
GCF_036815045.1	ASM3681504v1	Streptomyces sp. IBSBF 2950		IBSBF 2950					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-22	JAJSYY01	903
GCA_033793365.1	ASM3379336v1	Streptomyces sp. ND04-05B		ND04-05B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAWO01	1512
GCF_033793365.1	ASM3379336v1	Streptomyces sp. ND04-05B		ND04-05B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAWO01	1512
GCA_000725715.1	Doro.v1.0	Streptomyces sp. NRRL WC-3719		NRRL WC-3719						Scaffold	2014-07-15	JOCD01	599
GCF_000725715.1	Doro.v1.0	Streptomyces sp. NRRL WC-3719		NRRL WC-3719					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2014-07-15	JOCD01	599
GCA_000259895.1	ASM25989v1	Streptomyces sp. TOR3209		TOR3209						Contig	2011-12-05	AGNH01	
GCF_000259895.1	ASM25989v1	Streptomyces sp. TOR3209		TOR3209					GCF_000259895.1-RS_2024_03_20	Contig	2011-12-05	AGNH01	
GCA_022614595.1	ASM2261459v1	Streptomyces sp. CNQ085		CNQ085					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-03-17	JAJFAU01	225
GCF_022614595.1	ASM2261459v1	Streptomyces sp. CNQ085		CNQ085					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-03-17	JAJFAU01	225
GCA_002573955.1	ASM257395v1	Streptomyces sp. Ru87		Ru87					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-17	PDIX01	
GCF_002573955.1	ASM257395v1	Streptomyces sp. Ru87		Ru87					GCF_002573955.1-RS_2024_08_01	Contig	2017-10-17	PDIX01	
GCA_003709145.1	ASM370914v1	Streptomyces sp. Tu 4128		Tu 4128						Scaffold	2018-10-31	QTSY01	84
GCF_003709145.1	ASM370914v1	Streptomyces sp. Tu 4128		Tu 4128					GCF_003709145.1-RS_2024_05_22	Scaffold	2018-10-31	QTSY01	84
GCA_022347745.1	ASM2234774v1	Streptomyces sp. OfavH-34-F		OfavH-34-F					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-02-20	JAKRGC01	
GCF_022347745.1	ASM2234774v1	Streptomyces sp. OfavH-34-F		OfavH-34-F					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-02-20	JAKRGC01	
GCA_002551055.1	ASM255105v1	Streptomyces sp. wa1002		wa1002						Contig	2017-10-13	NTGP01	
GCF_002551055.1	ASM255105v1	Streptomyces sp. wa1002		wa1002					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGP01	
GCA_036815065.1	ASM3681506v1	Streptomyces sp. ISBFB 2968		ISBFB 2968						Scaffold	2024-02-22	JAJSYZ01	691
GCF_036815065.1	ASM3681506v1	Streptomyces sp. ISBFB 2968		ISBFB 2968					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-22	JAJSYZ01	691
GCA_027270795.1	ASM2727079v1	Streptomyces sp. ActVer		ActVer					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-12-24	JAPWHT01	
GCF_027270795.1	ASM2727079v1	Streptomyces sp. ActVer		ActVer					GCF_027270795.1-RS_2024_08_05	Contig	2022-12-24	JAPWHT01	
GCA_040637055.1	ASM4063705v1	Streptomyces sp. NPDC031705		NPDC031705					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEZVR01	608
GCF_040637055.1	ASM4063705v1	Streptomyces sp. NPDC031705		NPDC031705					GCF_040637055.1-RS_2024_07_12	Scaffold	2024-07-11	JBEZVR01	608
GCA_003949805.1	ASM394980v1	Streptomyces sp. WAC08241		WAC08241					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RPRZ01	
GCF_003949805.1	ASM394980v1	Streptomyces sp. WAC08241		WAC08241					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RPRZ01	
GCA_030010675.1	ASM3001067v1	Streptomyces sp. CC216C		CC216C						Contig	2023-05-13	JASCXQ01	
GCF_030010675.1	ASM3001067v1	Streptomyces sp. CC216C		CC216C					GCF_030010675.1-RS_2024_06_08	Contig	2023-05-13	JASCXQ01	
GCA_036814985.1	ASM3681498v1	Streptomyces sp. IBSBF 2394		IBSBF 2394						Scaffold	2024-02-22	JAJSYV01	836
GCF_036814985.1	ASM3681498v1	Streptomyces sp. IBSBF 2394		IBSBF 2394					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-22	JAJSYV01	836
GCA_001083795.1	Nocardiopsis_sp_SBT349_SPAdes_SSPACE	Streptomyces sp. SBT349		SBT349						Scaffold	2015-07-17	LAVK01	691
GCF_001083795.1	Nocardiopsis_sp_SBT349_SPAdes_SSPACE	Streptomyces sp. SBT349		SBT349					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-07-17	LAVK01	691
GCA_000818175.1	ASM81817v1	Streptomyces sp. AcH 505		AcH 505					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-01-15	JTIY01	27
GCF_000818175.1	ASM81817v1	Streptomyces sp. AcH 505		AcH 505					GCF_000818175.1-RS_2024_05_28	Scaffold	2015-01-15	JTIY01	27
GCA_036815085.1	ASM3681508v1	Streptomyces sp. IBSBF 3010		IBSBF 3010						Scaffold	2024-02-22	JAJSZA01	702
GCF_036815085.1	ASM3681508v1	Streptomyces sp. IBSBF 3010		IBSBF 3010					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-22	JAJSZA01	702
GCA_033794485.1	ASM3379448v1	Streptomyces sp. MB09-02B		MB09-02B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARGEE01	1012
GCF_033794485.1	ASM3379448v1	Streptomyces sp. MB09-02B		MB09-02B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARGEE01	1012
GCA_023072675.1	ASM2307267v1	Streptomyces sp. XM83C		XM83C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-04-20	JALLGL01	
GCF_023072675.1	ASM2307267v1	Streptomyces sp. XM83C		XM83C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-04-20	JALLGL01	
GCA_040654055.1	ASM4065405v1	Streptomyces sp. NPDC050804		NPDC050804					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-07-12	JBFAHD01	
GCF_040654055.1	ASM4065405v1	Streptomyces sp. NPDC050804		NPDC050804					GCF_040654055.1-RS_2024_07_13	Contig	2024-07-12	JBFAHD01	
GCA_040647675.1	ASM4064767v1	Streptomyces sp. NPDC039028		NPDC039028					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZCP01	684
GCF_040647675.1	ASM4064767v1	Streptomyces sp. NPDC039028		NPDC039028					GCF_040647675.1-RS_2024_07_12	Scaffold	2024-07-12	JBEZCP01	684
GCA_900091815.1	IMG-taxon 2657245719 annotated assembly	Streptomyces sp. DfronAA-171		DfronAA-171					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Contig	2016-08-13	FMCL01	
GCF_900091815.1	IMG-taxon 2657245719 annotated assembly	Streptomyces sp. DfronAA-171		DfronAA-171					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-08-13	FMCL01	
GCA_018035285.1	ASM1803528v1	Streptomyces sp. MK37H		MK37H					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-16	JAAAYH01	
GCF_018035285.1	ASM1803528v1	Streptomyces sp. MK37H		MK37H					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-16	JAAAYH01	
GCA_018619155.1	ASM1861915v1	Streptomyces sp. McG8		McG8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-01	JAAXYG01	
GCF_018619155.1	ASM1861915v1	Streptomyces sp. McG8		McG8					GCF_018619155.1-RS_2024_03_21	Contig	2021-06-01	JAAXYG01	
GCA_009863005.1	ASM986300v1	Streptomyces sp. SID4956		SID4956					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWIT01	
GCF_009863005.1	ASM986300v1	Streptomyces sp. SID4956		SID4956					GCF_009863005.1-RS_2024_05_17	Contig	2020-01-13	WWIT01	
GCA_036961605.1	ASM3696160v1	Streptomyces sp. KLMMK		KLMMK					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-03-02	JBAMDC01	
GCF_036961605.1	ASM3696160v1	Streptomyces sp. KLMMK		KLMMK					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-03-02	JBAMDC01	
GCA_009863025.1	ASM986302v1	Streptomyces sp. SID4985		SID4985					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWIR01	
GCF_009863025.1	ASM986302v1	Streptomyces sp. SID4985		SID4985					GCF_009863025.1-RS_2024_05_07	Contig	2020-01-13	WWIR01	
GCA_001418625.1	ASM141862v1	Streptomyces luridiscabiei		NRRL B-24455						Scaffold	2015-10-28	LIQV01	767
GCF_001418625.1	ASM141862v1	Streptomyces luridiscabiei		NRRL B-24455					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-10-28	LIQV01	767
GCA_040685875.1	ASM4068587v1	Streptomyces sp. NPDC088135		NPDC088135					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFBOO01	863
GCF_040685875.1	ASM4068587v1	Streptomyces sp. NPDC088135		NPDC088135					GCF_040685875.1-RS_2024_07_14	Scaffold	2024-07-12	JBFBOO01	863
GCA_040682675.1	ASM4068267v1	Streptomyces sp. NPDC051132		NPDC051132					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-07-12	JBFBBL01	
GCF_040682675.1	ASM4068267v1	Streptomyces sp. NPDC051132		NPDC051132					GCF_040682675.1-RS_2024_07_13	Contig	2024-07-12	JBFBBL01	
GCA_003671675.1	ASM367167v1	Streptomyces sp. E2N171		E2N171						Scaffold	2018-10-22	RAIH01	648
GCF_003671675.1	ASM367167v1	Streptomyces sp. E2N171		E2N171					GCF_003671675.1-RS_2024_05_06	Scaffold	2018-10-22	RAIH01	648
GCA_041028275.1	ASM4102827v1	Streptomyces sp. PU-14G		PU_14G						Contig	2024-08-04	JASKYT01	
GCF_041028275.1	ASM4102827v1	Streptomyces sp. PU-14G		PU_14G					GCF_041028275.1-RS_2024_08_05	Contig	2024-08-04	JASKYT01	
GCA_004348315.1	ASM434831v1	Streptomyces sp. 8K308		8K308					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-03-13	SMKC01	
GCF_004348315.1	ASM434831v1	Streptomyces sp. 8K308		8K308					GCF_004348315.1-RS_2024_05_31	Contig	2019-03-13	SMKC01	
GCA_040299585.1	ASM4029958v1	Streptomyces minutiscleroticus		NPDC000732					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEPCH01	907
GCF_040299585.1	ASM4029958v1	Streptomyces minutiscleroticus		NPDC000732					GCF_040299585.1-RS_2024_06_25	Scaffold	2024-06-24	JBEPCH01	907
GCA_001418135.1	ASM141813v1	Streptomyces aureus		NRRL B-2808						Scaffold	2015-10-28	LIPQ01	707
GCF_001418135.1	ASM141813v1	Streptomyces aureus		NRRL B-2808					GCF_001418135.1-RS_2024_07_24	Scaffold	2015-10-28	LIPQ01	707
GCA_009865175.1	ASM986517v1	Streptomyces sp. SID337		SID337					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWJV01	
GCF_009865175.1	ASM986517v1	Streptomyces sp. SID337		SID337					GCF_009865175.1-RS_2024_05_16	Contig	2020-01-13	WWJV01	
GCA_019641555.1	ASM1964155v1	Streptomyces geysiriensis		S19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-08-16	JAIFOQ01	
GCF_019641555.1	ASM1964155v1	Streptomyces geysiriensis		S19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-08-16	JAIFOQ01	
GCA_009865425.1	ASM986542v1	Streptomyces sp. SID3915		SID3915					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWJU01	
GCF_009865425.1	ASM986542v1	Streptomyces sp. SID3915		SID3915					GCF_009865425.1-RS_2024_05_17	Contig	2020-01-13	WWJU01	
GCA_009864985.1	ASM986498v1	Streptomyces sp. SID8385		SID8385					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWFX01	
GCF_009864985.1	ASM986498v1	Streptomyces sp. SID8385		SID8385					GCF_009864985.1-RS_2024_05_07	Contig	2020-01-13	WWFX01	
GCA_009916105.1	ASM991610v1	Streptomyces sp. GC420		GC420					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-22	JAAAXQ01	854
GCF_009916105.1	ASM991610v1	Streptomyces sp. GC420		GC420					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-01-22	JAAAXQ01	854
GCA_040653475.1	ASM4065347v1	Streptomyces sp. NPDC047939		NPDC047939					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZOC01	651
GCF_040653475.1	ASM4065347v1	Streptomyces sp. NPDC047939		NPDC047939					GCF_040653475.1-RS_2024_07_13	Scaffold	2024-07-12	JBEZOC01	651
GCA_003949665.1	ASM394966v1	Streptomyces sp. WAC05950		WAC05950					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RQJB01	
GCF_003949665.1	ASM394966v1	Streptomyces sp. WAC05950		WAC05950					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RQJB01	
GCA_002154275.1	ASM215427v1	Streptomyces antimycoticus		NRRL B-24289						Scaffold	2017-05-22	MUBN01	1258
GCF_002154275.1	ASM215427v1	Streptomyces antimycoticus		NRRL B-24289					GCF_002154275.1-RS_2024_03_28	Scaffold	2017-05-22	MUBN01	1258
GCA_020740895.1	ASM2074089v1	Streptomyces sp. UNOB3_S3		UNOB3_S3					Annotation submitted by University of the Philippines Diliman	Scaffold	2021-11-04	JAILXP01	792
GCF_020740895.1	ASM2074089v1	Streptomyces sp. UNOB3_S3		UNOB3_S3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-11-04	JAILXP01	792
GCA_016491645.1	ASM1649164v1	Streptomyces sp. CRB46		CRB46						Scaffold	2021-01-05	JACTMC01	1164
GCF_016491645.1	ASM1649164v1	Streptomyces sp. CRB46		CRB46					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-05	JACTMC01	1164
GCA_040675635.1	ASM4067563v1	Streptomyces sp. NPDC049577		NPDC049577					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFAPH01	669
GCF_040675635.1	ASM4067563v1	Streptomyces sp. NPDC049577		NPDC049577					GCF_040675635.1-RS_2024_07_13	Scaffold	2024-07-12	JBFAPH01	669
GCA_002910755.1	ASM291075v1	Streptomyces sp. SM14		SM14						Scaffold	2018-01-19	NETX01	639
GCF_002910755.1	ASM291075v1	Streptomyces sp. SM14		SM14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-01-19	NETX01	639
