Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_009852415.1	Streptomyces sp. Tu 3180	Tu 3180	8634962	8390116	1	6301007	73	0.76
GCA_003709145.1	Streptomyces sp. Tu 4128	Tu 4128	8424112	20088	123	6026389	72	0.13
GCA_000611795.1	Streptomyces sp. Tu 6176	Tu 6176	8820073	10531	226	6025733	73	1.33
GCA_018530825.1	Streptomyces sp. Tu10	Tu10	8683600	302844	10	6229799	71.5	
GCA_018530775.1	Streptomyces sp. Tu102	Tu102	9885404	491445	9	7010374	71	0.51
GCA_000213055.1	Streptomyces sp. Tu6071	Tu6071	7506727	5289936	1	5485583	73	0.09
GCA_001931635.1	Streptomyces sp. Tue 6075	Tue6075	7931832	7931832	1	5676733	71.5	0.19
GCA_021568835.1	Streptomyces sp. Tue 6430	Tue 6430	8176333	5909951	1	5938533	72.5	
GCA_002300165.1	Streptomyces sp. Tue6028	Tue6028	7957609	238270	12	5685361	71.5	1.58
GCA_030159695.1	Streptomyces sp. TUS-ST3	TUS-ST3	10319633	286037	11	7313245	71	1.14
GCA_900091755.1	Streptomyces sp. TverLS-915	TverLS-915	7048370	32343	71	5173313	73.5	
GCA_033792185.1	Streptomyces sp. TX20-6-3	TX20-6-3	8725245	963347	4	6255883	71.5	0.84
GCA_014253015.1	Streptomyces sp. TYQ1024	TYQ1024	7600256	222984	12	5559374	73	1.5
GCA_022220465.1	Streptomyces sp. TYQ1024	TYQ1024	7506783	7506783	1	5484609	73	1.12
GCA_013421635.1	Streptomyces sp. UH6	UH6	6505932	6270	281	4680833	72	0.43
GCA_000686765.1	Streptomyces sp. UNC401CLCol	UNC401CLCol	7336835	246463	11	5301931	72.5	0.34
GCA_020740895.1	Streptomyces sp. UNOB3_S3	UNOB3_S3	7618150	17091	143	5483442	72	2.95
GCA_020740835.1	Streptomyces sp. UNOC14_S4	UNOC14_S4	8235973	12843	190	5883724	71.5	2.19
GCA_033042595.1	Streptomyces sp. UP1A-1	UP1A-1	8252902	8042588	1	5976841	72.5	
GCA_008042075.1	Streptomyces sp. uw30	uw30	9904848	47716	68	6985492	70.5	0.37
GCA_018310575.1	Streptomyces sp. V17-9	V17-9	8151966	8151966	1	5883034	72	0.79
GCA_030817355.1	Streptomyces sp. V1I1	V1I1	8298722	8271516	1	5772393	69.5	1.45
GCA_030816995.1	Streptomyces sp. V1I6	V1I6	8649254	7884544	1	6131026	71	1.28
GCA_003129505.1	Streptomyces sp. V2	V2	10249899	83624	32	7313776	71.5	0.88
GCA_030817475.1	Streptomyces sp. V2I9	CB04723 V2I9	7161965	6938157	1	5172353	72	0.38
GCA_030817495.1	Streptomyces sp. V3I7	V3I7	6554892	6491375	1	4662672	71	1.12
GCA_030817535.1	Streptomyces sp. V3I8	V3I8	9319798	8846592	1	6674312	71.5	0.76
GCA_036353415.1	Streptomyces sp. V4-01	V4-01	7851516	194621	12	5756207	73.5	0.47
GCA_030817655.1	Streptomyces sp. V4I2	V4I2	11102398	10658170	1	7813405	70.5	1.7
GCA_030817975.1	Streptomyces sp. V4I23	V4I23	8638746	8013931	1	6124840	71	2.44
GCA_041261225.1	Streptomyces sp. V4I8	V4I8	11196190	10126157	1	7842728	70	0.79
GCA_026153095.1	Streptomyces sp. VB1	VB1	8804882	8656701	1	6284135	71.5	0.88
GCA_024105205.1	Streptomyces sp. Vc17.3-30	Vc17.3-30	7128462	101521	22	5230311	73.5	1.39
GCA_024105145.1	Streptomyces sp. Vc714c-19	Vc714c-19	6990564	97324	24	5109188	73	0.68
GCA_018638305.1	Streptomyces sp. Vc74B-19	Vc74B-19	7629497	76195	31	5518182	72.5	0.32
GCA_014854025.1	Streptomyces sp. VITNK9	VITNK9	7920076	1271901	3	5755959	72.5	0.05
GCA_003046555.1	Streptomyces sp. VMFN-G11Ma	VMFN-G11Ma	8558085	403852	8	6053884	70.5	1.7
GCA_011650445.1	Streptomyces sp. VN1	VN1	8341703	8341703	1	6042690	72.5	
GCA_030520245.1	Streptomyces sp. VNUA116	VNUA116	8306919	8306919	1	6022495	72.5	1.94
GCA_029167005.1	Streptomyces sp. VNUA24	VNUA24	9974491	9974491	1	7138043	71.5	1.58
GCA_030930975.1	Streptomyces sp. VNUA74	VNUA74	7250076	7250076	1	5270759	72.5	0.38
GCA_017377775.1	Streptomyces sp. VRA16 Mangrove soil	VRA16 Mangrove soil	9754147	468727	7	6975026	71.5	1.07
GCA_000239075.2	Streptomyces sp. W007	W007	9057348	59300	47	6462958	71.5	0.38
GCA_033194735.1	Streptomyces sp. W16	W16	10832107	15983	207	7568856	70	1.7
GCA_003950035.1	Streptomyces sp. W1SF4	W1SF4	8068143	7272878	1	5901134	73	0.95
GCA_030816315.1	Streptomyces sp. W4I9-2	W4I9-2	8527308	8234083	1	6097955	71.5	
GCA_020535385.1	Streptomyces sp. WA1-19	WA1-19	7294712	6850369	1	5350486	73.5	0.38
GCA_002551055.1	Streptomyces sp. wa1002	wa1002	8626931	20004	131	6166075	71.5	0.47
GCA_002551045.1	Streptomyces sp. wa1063	wa1063	8841778	15426	176	6311871	71.5	0.69
GCA_002551015.1	Streptomyces sp. wa1071	wa1071	8738241	11691	208	6238329	71.5	0.85
GCA_008042155.1	Streptomyces sp. wa22	wa22	8321303	43053	62	5872657	71	0.51
GCA_020341595.1	Streptomyces sp. WA6-1-16	WA6-1-16	8214879	8214879	1	5882693	71.5	1.07
GCA_003947265.2	Streptomyces sp. WAC 00631	WAC 00631	6963629	1944684	2	5085571	73	1.64
GCA_003977875.1	Streptomyces sp. WAC 01325	WAC 01325	10449247	37166	82	7373440	70.5	1.72
GCA_003977835.1	Streptomyces sp. WAC 01420	WAC 01420	8220148	141168	19	5915957	72	1.01
GCA_003945525.1	Streptomyces sp. WAC 01438	WAC 01438	8201167	8138328	1	5901672	72	0.38
GCA_003945545.1	Streptomyces sp. WAC 01529	WAC 01529	8270461	8270461	1	5898142	71.5	0.44
GCA_003947455.1	Streptomyces sp. WAC 04229	WAC 04229	8167160	37062	63	5879516	72	0.66
GCA_003947555.1	Streptomyces sp. WAC 05379	WAC 05379	9818454	23520	132	6949286	71	1.51
GCA_003947585.1	Streptomyces sp. WAC 06725	WAC 06725	9473859	21249	127	6813278	72	3.91
GCA_003945505.1	Streptomyces sp. WAC 06738	WAC 06738	8324535	8324535	1	6092298	73	0.13
GCA_003947575.1	Streptomyces sp. WAC 06783	WAC 06783	9431125	321206	12	6787275	72	2.71
GCA_001974775.2	Streptomyces sp. WAC00263	WAC00263	12015616	11693175	1	8441327	70.5	2.49
GCA_023096395.1	Streptomyces sp. WAC00276	WAC00276	7365709	32455	70	5398729	73.5	1.58
GCA_002943895.1	Streptomyces sp. WAC00288	WAC00288	7852859	7467777	1	5711561	72.5	0.8
GCA_023210535.1	Streptomyces sp. WAC00303	WAC00303	8548838	28318	96	6111833	71.5	0.88
GCA_003949505.1	Streptomyces sp. WAC00469	WAC00469	6035181	54438	35	4376700	72.5	1.23
GCA_003949845.1	Streptomyces sp. WAC01280	WAC01280	8685052	1345511	3	6258062	72	1.56
GCA_008087005.1	Streptomyces sp. WAC01526	WAC01526	9351366	20394	137	6617887	71	0.69
GCA_003949835.1	Streptomyces sp. WAC02707	WAC02707	8839931	109702	23	6400314	72.5	5.29
GCA_019733245.1	Streptomyces sp. WAC04114	WAC04114	8523417	35025	71	6073284	71.5	0.78
GCA_003984935.1	Streptomyces sp. WAC04189	WAC04189	8168388	365405	7	5926523	72.5	
GCA_001592685.1	Streptomyces sp. WAC04657	WAC04657	7761583	4907659	1	5647969	73	0.8
GCA_003949895.1	Streptomyces sp. WAC04770	WAC04770	8327360	8678	271	5953862	71.5	3.31
GCA_003949955.1	Streptomyces sp. WAC05292	WAC05292	7183427	14397	135	5301692	74	0.47
GCA_003984785.1	Streptomyces sp. WAC05374	WAC05374	7758106	25940	88	5638753	72.5	0.8
GCA_004353505.1	Streptomyces sp. WAC05374	WAC05374 delta StrH	7136158	325860	7	5190404	72.5	0.43
GCA_004353545.1	Streptomyces sp. WAC05374	WAC05374 delta StrF	7797617	354140	7	5674980	73	0.43
GCA_004359235.1	Streptomyces sp. WAC05374	WAC05374 delta StrI	7796237	264391	10	5673690	73	0.43
GCA_003984905.1	Streptomyces sp. WAC05458	WAC05458	8509075	185087	14	6163472	72.5	0.19
GCA_003949695.1	Streptomyces sp. WAC05858	WAC05858	10846423	22710	136	7680470	71	2.97
GCA_003949665.1	Streptomyces sp. WAC05950	WAC05950	7742758	17391	133	5603682	72.5	0.95
GCA_008086975.1	Streptomyces sp. WAC05950	WAC5950 substr. delta orf15 pCRISPomyces	6857227	16020	123	4955245	72.5	0.57
GCA_003984965.1	Streptomyces sp. WAC06128	WAC06128	8079482	573971	5	5864132	72.5	
GCA_003949905.1	Streptomyces sp. WAC06273	WAC06273	7780669	590111	5	5641048	72.5	0.05
GCA_007858555.1	Streptomyces sp. WAC06273	WAC6273 substr. delta orf15 pCRISPR-Cas9	7556430	7556430	1	5478236	72.5	
GCA_003949795.1	Streptomyces sp. WAC06614	WAC06614	7939736	20356	121	5806409	73	0.38
GCA_003949535.1	Streptomyces sp. WAC07061	WAC07061	7954368	13955	171	5800620	73	0.95
GCA_036320405.1	Streptomyces sp. WAC07094	WAC07094	9599422	8469185	1	6746019	70.5	2.78
GCA_003949875.1	Streptomyces sp. WAC07149	WAC07149	8433510	177740	16	6165732	73	1.7
GCA_003949805.1	Streptomyces sp. WAC08241	WAC08241	7645649	19785	117	5585619	73	1.1
GCA_007858575.1	Streptomyces sp. WAC08241	WAC8241 substr. delta strI	7280365	7187773	1	5308771	73	0.38
GCA_003984925.1	Streptomyces sp. WAC08401	WAC08401	8211538	374052	7	5960189	72.5	
GCA_003984975.1	Streptomyces sp. WAC08452	WAC08452	7951559	388384	7	5775906	72.5	
GCA_001049855.1	Streptomyces sp. Wb2n-11	Wb2n-11	8228099	7583077	1	5844145	71	0.69
GCA_013870595.1	Streptomyces sp. WELS2	WELS2	7173998	7656	260	5151453	72	0.92
GCA_040989845.1	Streptomyces sp. WGS_02	WGS_02	7760949	5132377	1	5567664	71.5	
GCA_033194775.1	Streptomyces sp. Wh19	Wh19	9589339	8857	281	6731638	70	1.58
GCA_033792105.1	Streptomyces sp. WI03-4A	WI03-4A	8851648	138868	19	6402240	72.5	0.38
GCA_033792085.1	Streptomyces sp. WI03-5b	WI03-5B	8086086	57825	43	5729226	71	0.66
GCA_033792065.1	Streptomyces sp. WI04-05A	WI04-05A	10699055	380139	10	7495070	70	2.08
GCA_033792045.1	Streptomyces sp. WI04-05B	WI04-05B	10685587	165196	19	7485867	70	1.7
GCA_000226995.2	Streptomyces sp. Wigar10	Wigar10	8178919	20941	118	5877514	72	0.76
GCA_001279725.1	Streptomyces sp. WM4235	WM4235	7812079	78201	30	5586620	71.5	1.13
GCA_001279445.1	Streptomyces sp. WM6349	WM6349	7608527	94059	26	5502510	72.5	0.95
GCA_001279625.1	Streptomyces sp. WM6368	WM6368	8212860	98566	24	5931769	72	1.14
GCA_001279655.1	Streptomyces sp. WM6372	WM6372	8763196	91629	30	6320232	72	2.49
GCA_001279685.1	Streptomyces sp. WM6373	WM6373	8269391	94956	25	5986101	72.5	1.89
GCA_001279695.1	Streptomyces sp. WM6378	WM6378	9486712	90898	34	6702727	70.5	1.99
GCA_000972385.1	Streptomyces sp. WM6386	WM6386	9215882	91294	32	6487437	70.5	0.43
GCA_000972395.1	Streptomyces sp. WM6391	WM6391	8558285	88608	30	6175142	72	1.14
GCA_900090145.1	Streptomyces sp. WMMB 322	WMMB 322	6597054	266777	8	4679874	71	0.38
GCA_900090125.1	Streptomyces sp. WMMB 714	WMMB 714	6594919	488805	6	4728455	71.5	0.38
GCA_029351045.1	Streptomyces sp. WMMB303	WMMB303	7100237	6902998	1	5130854	72.5	0.19
GCA_027460245.1	Streptomyces sp. WMMC1477	WMMC1477	5679854	5597720	1	4144504	73	0.66
GCA_027497195.1	Streptomyces sp. WMMC500	WMMC500	8614441	8614341	1	6308944	73	0.76
GCA_027460205.1	Streptomyces sp. WMMC897	WMMC897	5897988	5555503	1	4307493	73	1.8
GCA_027460265.1	Streptomyces sp. WMMC940	WMMC940	7665203	7630919	1	5499012	71.5	0.98
GCA_030450125.1	Streptomyces sp. WP-1	WP-1	7618767	7618767	1	5504149	72	0.06
GCA_019287315.1	Streptomyces sp. WY228	WY228	8286721	8286721	1	5944934	71.5	0.19
GCA_028898845.1	Streptomyces sp. WZ-12	WZ-12	9547725	9169400	1	6820815	71.5	2.94
GCA_002382885.1	Streptomyces sp. WZ.A104	WZ.A104	8116078	85451	31	5777666	71	1.45
GCA_016605905.1	Streptomyces sp. XC 2026	XC 2026	5836896	5836896	1	4208287	72	0.13
GCA_030553055.1	Streptomyces sp. XD-27	XD-27	7549390	7549390	1	5439678	72	0.87
GCA_009831155.1	Streptomyces sp. XHT-2	XHT-2	7262809	148656	16	5246788	72.5	1.14
GCA_016893415.2	Streptomyces sp. XL-10	XL-10	7288614	7082993	1	5274630	72.5	
GCA_016893405.2	Streptomyces sp. XL-6	XL-6	7576856	7358514	1	5490401	72.5	0.19
GCA_023072755.1	Streptomyces sp. XM4011	XM4011	5949078	26659	72	4339906	73	0.69
GCA_023072595.1	Streptomyces sp. XM4193	XM4193	6049747	524754	3	4357540	72	
GCA_023072675.1	Streptomyces sp. XM83C	XM83C	6795103	18780	114	4908055	72	0.41
GCA_002237655.1	Streptomyces sp. XY006	XY006	8251847	218181	14	5968943	72.5	0.19
GCA_001279455.1	Streptomyces sp. XY152	XY152	8224003	108182	24	5956925	72.5	0.47
GCA_001280885.1	Streptomyces sp. XY332	XY332	8612030	135294	21	6178982	71.5	1.77
GCA_001279815.1	Streptomyces sp. XY37	XY37	8149060	130425	21	5903407	72.5	1.14
GCA_001279765.1	Streptomyces sp. XY413	XY413	8565282	114603	26	6190941	72.5	1.89
GCA_001279805.1	Streptomyces sp. XY431	XY431	9490701	46679	63	6968932	73.5	2.49
GCA_001279485.1	Streptomyces sp. XY511	XY511	8052035	78963	29	5828693	72.5	0.95
GCA_001279845.1	Streptomyces sp. XY533	XY533	8278192	97762	26	5995663	72.5	0.95
GCA_001279855.1	Streptomyces sp. XY58	XY58	8142216	103181	25	5898309	72.5	1.14
GCA_001279885.1	Streptomyces sp. XY593	XY593	8330448	130619	21	6034724	72.5	0.57
GCA_001279905.1	Streptomyces sp. XY66	XY66	8531037	104603	24	6170197	72.5	1.33
GCA_041053115.1	Streptomyces sp. Y1	Y1	8588722	8588722	1	6325432	73.5	3.42
GCA_014905555.1	Streptomyces sp. Y2F8-2	Y2F8-2	8568413	693138	5	6076381	71	1.64
GCA_040120715.1	Streptomyces sp. YIM 103828	YIM 103828	6760907	170528	12	4966141	73.5	0.51
GCA_006088715.1	Streptomyces sp. YIM 121038	YIM 121038	11098444	10130554	1	8037954	72.5	0.69
GCA_003574445.1	Streptomyces sp. YIM 130001	YIM 130001	8039857	228745	12	5678306	71	
GCA_009823745.1	Streptomyces sp. YIM 132580	YIM 132580	7652248	456769	6	5485196	71.5	0.38
GCA_011421595.1	Streptomyces sp. YIM 98790	YIM 98790	6481491	27606	73	4760415	73.5	1.45
GCA_018866325.1	Streptomyces sp. YPW6	YPW6	7695589	7695589	1	5542062	72	0.51
GCA_900110755.1	Streptomyces sp. yr375	YR375	9070480	143556	20	6461014	71	0.73
GCA_023544665.1	Streptomyces sp. YS415	YS415	8012261	249605	13	5731770	71.5	0.38
GCA_034961445.1	Streptomyces sp. YSPA8	YSPA8	9049336	430732	7	6572648	72.5	1.42
GCA_003665095.1	Streptomyces sp. Z26	Z26	6501581	6489722	1	4771020	73.5	0.33
GCA_009739225.1	Streptomyces sp. Z38	Z38	7319726	22652	92	5297690	72.5	
GCA_013009255.1	Streptomyces sp. Z423-1	Z423-1	9460473	9460473	1	6695174	71	1.55
GCA_028803355.1	Streptomyces sp. ZAF1911	ZAF1911	9363296	7186057	1	6723831	72	1.33
GCA_003173635.1	Streptomyces sp. ZEA17I	ZEA17I	7515197	6332	332	5411900	72	1.65
GCA_002907485.1	Streptomyces sp. ZL-24	ZL-24	7817762	148637	18	5631192	72	1.13
GCA_003698085.1	Streptomyces sp. ZS0098	ZS0098	7488743	412822	8	5421975	72.5	
GCA_030403635.1	Streptomyces sp. ZSW22	ZSW22	8248077	133493	18	5938041	72	
GCA_039649645.1	Streptomyces sp. ZYX-F-203	ZYX-F-203	5006252	130118	13	3616532	72	0.38
GCA_040296825.1	Streptomyces sp900105245	NPDC001996	8724104	80587	33	6302645	72.5	0.63
GCA_040298285.1	Streptomyces sp900105245	NPDC001620	8666940	73936	35	6235159	72	0.76
GCA_040298405.1	Streptomyces sp900105245	NPDC001602	8676305	106651	28	6266134	72	0.63
GCA_040298785.1	Streptomyces sp900105245	NPDC001192	8806191	58641	46	6358594	72	1.1
GCA_040298825.1	Streptomyces sp900105245	NPDC001166	9868467	121648	22	7052607	71.5	1.36
GCA_040298025.1	Streptomyces sp900105755	NPDC001751	9767514	90273	33	6985661	71.5	0.63
GCA_040298045.1	Streptomyces sp900105755	NPDC001694	10443940	220248	14	7451274	71.5	1.39
GCA_040298225.1	Streptomyces sp900105755	NPDC001629	9723467	26600	111	6936672	71.5	0.27
GCA_040302825.1	Streptomyces sp900116325	NPDC096761	9219499	256197	10	6417626	69.5	0.38
GCA_040606045.1	Streptomyces sp900116325	NPDC005482	8490742	128373	21	5931735	70	0.19
GCA_040606145.1	Streptomyces sp900116325	NPDC005478	9196084	48179	60	6407487	69.5	0.76
GCA_040606635.1	Streptomyces sp900116325	NPDC005392	8255294	221992	12	5753217	69.5	0.28
GCA_040608615.1	Streptomyces sp900116325	NPDC005137	9374968	164494	17	6521667	69.5	0.57
GCA_040608655.1	Streptomyces sp900116325	NPDC005129	10081012	128456	24	7006149	69.5	1.14
GCA_040651015.1	Streptomyces sp900116325	NPDC048573	9752905	181303	15	6775103	69.5	0.56
GCA_040636835.1	Streptomyces sp900129855	NPDC033843	10625872	266171	14	7515661	70.5	1.53
GCA_001704635.1	Streptomyces sparsogenes	ATCC 25498	8907947	72375	38	6445652	72.5	1.26
GCA_040297285.1	Streptomyces sparsogenes	NPDC001830	9423624	133318	22	6823473	72.5	1.01
GCA_040631325.1	Streptomyces sparsogenes	NPDC020127	9897036	161725	18	7155452	72.5	1.33
GCA_040631745.1	Streptomyces sparsogenes	NPDC019917	9808432	91420	32	7099298	72.5	1.77
GCA_040642055.1	Streptomyces sparsogenes	NPDC020416	9577761	50862	57	6940560	72.5	0.95
GCA_040646815.1	Streptomyces sparsogenes	NPDC044993	9441185	103370	26	6842489	72.5	1.33
GCA_040647015.1	Streptomyces sparsogenes	NPDC044852	9807455	113476	27	7099169	72.5	1.77
GCA_040653495.1	Streptomyces sparsogenes	NPDC047914	9730171	175703	19	7042778	72.5	1.7
GCA_001969965.1	Streptomyces sparsogenes DSM 40356	DSM 40356	9699678	28947	88	7002835	72	1.39
GCA_001493375.1	Streptomyces specialis	type strain: GW41-1564	5884160	185160	11	4261264	72.5	1.33
GCA_007363395.1	Streptomyces spectabilis	NRRL 2792	9505665	9505665	1	6886337	72.5	0.88
GCA_008704795.1	Streptomyces spectabilis	ATCC 27465	9807160	9807160	1	7103971	72.5	0.88
GCA_014203475.1	Streptomyces spectabilis	CECT 3146	10707350	539022	8	7715021	72	1.39
GCA_014649235.1	Streptomyces spectabilis	JCM 4308	10646606	356483	8	7674502	72	1.39
GCA_022698305.1	Streptomyces spectabilis	KCTC9218	9967045	9677765	1	7213270	72.5	0.88
GCA_040647575.1	Streptomyces spectabilis	NPDC040948	10637479	48605	69	7665948	72	1.58
GCA_040655055.1	Streptomyces spectabilis	NPDC050532	10340277	127534	24	7439157	72	1.33
GCA_040655135.1	Streptomyces spectabilis	NPDC050511	10771780	14725	198	7741150	72	1.39
GCA_000715605.1	Streptomyces speibonae	NRRL B-24240	8761485	3696	664	5751272	72	
GCA_021441825.1	Streptomyces spinosirectus	CRSS-Y-16	8624193	8624193	1	6101570	70.5	1.33
GCA_022698145.1	Streptomyces spinosisporus	7R016	9406843	372099	8	6657422	71	1.33
GCA_020400655.1	Streptomyces spinosus	SBTS01	9172287	350598	10	6647740	72.5	0.95
GCA_006539505.1	Streptomyces spinoverrucosus	NBRC 14228	9220073	109659	21	6517824	70.5	2.08
GCA_014651195.1	Streptomyces spinoverrucosus	JCM 5077	9251462	245753	12	6539715	70.5	2.08
GCA_015712165.1	Streptomyces spinoverrucosus	SNB-032	8854993	7827506	1	6280331	71	0.51
GCA_014654675.1	Streptomyces spiralis	JCM 3302	9813663	85236	30	6989508	71.5	1.74
GCA_040299905.1	Streptomyces spiralis	NPDC000635	9179823	5991	420	6515984	71	
GCA_040644535.1	Streptomyces spiralis	NPDC046965	9778586	65394	47	6973202	71.5	2.49
GCA_012034385.1	Streptomyces spiramenti	5675061	5708881	19934	85	4186676	73.5	
GCA_028807615.1	Streptomyces spiramyceticus	54-IA	7102686	5167670	1	4938801	69.5	1.07
GCA_028807635.1	Streptomyces spiramyceticus	F2R-15	7079233	5151550	1	4921456	69.5	1.07
GCA_017676385.1	Streptomyces spirodelae	DW4-2	7310765	191641	13	5192953	71	0.38
GCA_009377185.1	Streptomyces spongiae	NBRC 106415	11307761	15786	195	7954779	70.5	1.23
GCA_003122365.1	Streptomyces spongiicola	HNM0071	7180417	7180417	1	5202150	72.5	0.05
GCA_003402595.1	Streptomyces spongiicola	531S	6912677	395703	7	5019312	72.5	
GCA_040656395.1	Streptomyces spongiicola	NPDC049937	6911983	47073	45	5014947	72.5	
GCA_003568675.1	Streptomyces sporangiiformans	NEAU-SSA 1	10364544	59981	51	7246384	70	2.02
GCA_005768555.2	Streptomyces sporangiiformans	NEAU-SSA 1	10364704	59982	51	7246384	70	2.02
GCA_016755875.1	Streptomyces spororaveus	NBRC 15456	8857713	8236684	1	6355203	71.5	1.81
GCA_023838445.1	Streptomyces spororaveus	SC263	8217694	7201269	1	5910320	72	1.62
GCA_039533455.1	Streptomyces spororaveus	JCM 6928	9171684	144235	19	6584332	72	2.57
GCA_001008135.1	Streptomyces stelliscabiei	NRRL B-24447	9978344	19030	155	7085896	71	0.76
GCA_001189035.1	Streptomyces stelliscabiei	P3825	10419108	32825	99	7402098	71	1.58
GCA_014873495.1	Streptomyces stelliscabiei	DSM 41803	10497710	10314407	1	7463476	71	1.52
GCA_033791945.1	Streptomyces stelliscabiei	WI06-6E	10621438	229035	16	7551278	71	1.52
GCA_033791985.1	Streptomyces stelliscabiei	WI04-09A	10032288	257646	14	7149373	71.5	1.52
GCA_033792005.1	Streptomyces stelliscabiei	WI06-15D	10284459	293123	13	7324834	71	1.52
GCA_033792025.1	Streptomyces stelliscabiei	WI04-08A	10068354	310247	12	7172309	71	1.52
GCA_033792625.1	Streptomyces stelliscabiei	PA06-2D	10216692	310246	13	7275346	71	1.52
GCA_033792685.1	Streptomyces stelliscabiei	PA06-02B	10212427	194162	19	7272523	71	1.52
GCA_033792975.1	Streptomyces stelliscabiei	NY02-3A	9924862	194285	19	7074814	71.5	1.52
GCA_033794205.1	Streptomyces stelliscabiei	ME02-6978b	10107351	228846	15	7196257	71	1.52
GCA_033794525.1	Streptomyces stelliscabiei	IN05-2E	10110906	284271	12	7198868	71	1.52
GCA_036898265.1	Streptomyces stelliscabiei	B21-117	9474812	323677	10	6746699	71	1.14
GCA_036898385.1	Streptomyces stelliscabiei	B21-112	9663512	8687316	1	6883613	71	1.56
GCA_036898415.1	Streptomyces stelliscabiei	B21-107	9933490	1054825	4	7073871	71	1.04
GCA_036898785.1	Streptomyces stelliscabiei	B21-085	10832507	10580661	1	7695649	71	1.83
GCA_036898835.1	Streptomyces stelliscabiei	B21-080	10084871	8744567	1	7178858	71	1.56
GCA_039524935.1	Streptomyces stramineus	JCM 10649	7751352	64593	38	5601818	72.5	2.07
GCA_001746425.1	Streptomyces subrutilus	10-1-1	8093975	7295351	1	5836508	72	0.85
GCA_008704535.1	Streptomyces subrutilus	ATCC 27467	7604974	7604974	1	5585684	73.5	0.69
GCA_014650935.1	Streptomyces subrutilus	JCM 4834	7889213	238207	12	5750037	73	0.44
GCA_035959875.1	Streptomyces subrutilus	NBC_01325	7823131	7646701	1	5732181	73.5	0.82
GCA_040634935.1	Streptomyces subrutilus	NPDC007043	7485633	128331	19	5498668	73.5	0.82
GCA_040651875.1	Streptomyces subrutilus	NPDC048380	8168397	167038	16	5909521	72.5	0.38
GCA_040685815.1	Streptomyces subrutilus	NPDC088174	7563976	125998	19	5555004	73.5	0.82
GCA_023614315.1	Streptomyces sudanensis	SD 504	5259510	38104	38	3872791	74	0.57
GCA_024349065.1	Streptomyces sudanensis	MRC017	5328554	5264809	1	3939141	74	0.57
GCA_024349145.1	Streptomyces sudanensis	MRC007	5329251	5264612	1	3939741	74	0.57
GCA_024349165.1	Streptomyces sudanensis	MRC006	5267143	5249494	1	3901510	74	0.57
GCA_014656295.1	Streptomyces sulfonofaciens	JCM 5069	8645219	291345	10	6287127	72.5	1.64
GCA_000381025.1	Streptomyces sulphureus DSM 40104	DSM 40104	7104952	354595	7	5091965	71.5	0.23
GCA_040298385.1	Streptomyces sviceus	NPDC001587	10157632	275514	13	7182549	70.5	0.38
GCA_000154965.1	Streptomyces sviceus ATCC 29083	ATCC 29083	9313494	33523	83	6381080	70.5	0.38
GCA_002148965.1	Streptomyces swartbergensis	HMC13	9204779	21344	139	6533044	71	0.04
GCA_039531005.1	Streptomyces synnematoformans	JCM 15481	8007711	19363	120	5898231	73.5	0.44
GCA_017876625.1	Streptomyces syringium	DSM 41480	7715887	7654834	1	5527451	71.5	0.62
GCA_040611815.1	Streptomyces syringium	NPDC006537	7860978	119611	22	5614372	71.5	0.74
GCA_040612275.1	Streptomyces syringium	NPDC006439	7858511	87281	27	5613361	71.5	0.74
GCA_040633105.1	Streptomyces syringium	NPDC013434	7966399	50212	44	5671250	71	1.09
GCA_040634775.1	Streptomyces syringium	NPDC007050	7863222	111656	24	5605775	71.5	0.93
GCA_040677715.1	Streptomyces syringium	NPDC053777	8147234	77261	33	5810272	71.5	1.78
GCA_040677735.1	Streptomyces syringium	NPDC053754	7822665	82151	30	5587250	71.5	0.74
GCA_040677755.1	Streptomyces syringium	NPDC053751	7827904	34211	75	5591005	71.5	0.93
